,Brand,Processor,RAM (GB),Storage,GPU,Screen Size (inch),Resolution,Battery Life (hours),Weight (kg),Operating System,Price ($),Laptop_ID,Storage Size (GB),Disk Type,Disk Type Numeric,Processor Rank,GPU Rank,Brand Score,Log Price,Performance Score
8840,Dell,Intel i5,64,2TB SSD,Nvidia RTX 3080,17.3,2560x1440,7.2,1.56,Linux,3183.64,8840,2048.0,SSD,1,2,7,1972.2702222222224,8.066094531790595,18.963088366298816
8841,HP,AMD Ryzen 9,32,256GB SSD,Integrated,16.0,3840x2160,10.4,1.78,Windows,3254.76,8841,256.0,SSD,1,4,1,1938.5187334437085,8.088181014332,9.929445566708026
8842,Microsoft,AMD Ryzen 9,64,1TB HDD,Nvidia GTX 1650,15.6,2560x1440,10.3,2.74,Linux,4461.8,8842,1024.0,HDD,0,4,2,1975.2035489361701,8.403531650719025,19.068189139130382
8843,Acer,AMD Ryzen 9,4,1TB SSD,Nvidia GTX 1650,13.3,1366x768,9.4,1.44,macOS,1279.32,8843,1024.0,SSD,1,4,2,1914.1085150214592,7.154865325668871,2.0418887749551895
8844,Asus,Intel i5,16,256GB SSD,Integrated,16.0,3840x2160,6.7,2.96,macOS,1356.25,8844,256.0,SSD,1,2,1,1927.3151416309015,7.21321587278556,4.993747805785139
8845,HP,AMD Ryzen 7,8,1TB HDD,Nvidia RTX 3080,14.0,1920x1080,4.7,2.84,Linux,922.46,8845,1024.0,HDD,0,3,7,1938.5187334437085,6.828127485219918,3.269550191640053
8846,Microsoft,Intel i9,4,2TB SSD,Nvidia RTX 3060,14.0,1366x768,7.6,1.68,macOS,1262.98,8846,2048.0,SSD,1,4,6,1975.2035489361701,7.142020751796811,2.274088954404204
8847,Dell,AMD Ryzen 3,16,1TB SSD,Nvidia RTX 3080,15.6,3840x2160,10.1,2.66,Linux,1837.18,8847,1024.0,SSD,1,1,7,1972.2702222222224,7.516531230655919,5.144372576387243
8848,Dell,AMD Ryzen 5,64,2TB SSD,Integrated,14.0,3840x2160,5.1,2.48,Linux,2708.59,8848,2048.0,SSD,1,2,1,1972.2702222222224,7.9045526109151165,18.61478809712529
8849,Dell,Intel i5,4,512GB SSD,Nvidia RTX 2060,17.3,1366x768,11.4,2.88,Linux,993.34,8849,512.0,SSD,1,2,5,1972.2702222222224,6.902079200483901,1.8206879123991155
8850,Asus,AMD Ryzen 9,64,1TB HDD,AMD Radeon RX 6800,13.3,3840x2160,11.4,2.99,Windows,5558.62,8850,1024.0,HDD,0,4,4,1927.3151416309015,8.62328503958524,19.184289228854887
8851,Samsung,Intel i7,4,2TB SSD,Nvidia RTX 2060,14.0,1366x768,6.1,3.35,Windows,826.04,8851,2048.0,SSD,1,3,5,1959.007248495271,6.717853061447729,2.018363410970533
8852,Asus,Intel i9,4,1TB SSD,Nvidia RTX 2060,14.0,3840x2160,9.2,1.48,Windows,2367.71,8852,1024.0,SSD,1,4,5,1927.3151416309015,7.770100782144621,2.2160389095419504
8853,Asus,AMD Ryzen 7,8,512GB SSD,Integrated,14.0,1920x1080,6.0,2.01,Windows,975.16,8853,512.0,SSD,1,3,1,1927.3151416309015,6.883626507403542,2.9212499224665316
8854,Asus,AMD Ryzen 5,16,256GB SSD,Nvidia GTX 1650,13.3,2560x1440,11.0,3.43,FreeDOS,1394.47,8854,256.0,SSD,1,2,2,1927.3151416309015,7.240986555074213,5.051797850647393
8855,MSI,AMD Ryzen 7,4,2TB SSD,Nvidia GTX 1650,17.3,1920x1080,7.2,1.64,Windows,1583.9,8855,2048.0,SSD,1,3,2,2517.552226890756,7.36827659283838,1.8442132763837722
8856,Samsung,Intel i9,32,256GB SSD,Integrated,13.3,1920x1080,9.2,1.45,FreeDOS,1886.67,8856,256.0,SSD,1,4,1,1959.007248495271,7.5430985432926265,9.929445566708026
8857,Apple,Intel i7,64,512GB SSD,Integrated,17.3,2560x1440,10.5,2.61,FreeDOS,4140.93,8857,512.0,SSD,1,3,1,2915.3642789223454,8.328917141764435,18.81246359569671
8858,Acer,AMD Ryzen 3,8,2TB SSD,Nvidia RTX 2060,14.0,3840x2160,8.0,2.32,macOS,1341.01,8858,2048.0,SSD,1,1,5,1914.1085150214592,7.201923769068693,2.758099104772711
8859,Asus,Intel i7,64,2TB SSD,Nvidia RTX 3060,15.6,3840x2160,6.7,1.24,Linux,5443.31,8859,2048.0,SSD,1,3,6,1927.3151416309015,8.602326305574094,19.102713820007978
8860,HP,AMD Ryzen 9,16,256GB SSD,Nvidia RTX 3060,13.3,3840x2160,12.0,2.32,FreeDOS,3291.34,8860,256.0,SSD,1,4,6,1938.5187334437085,8.099353837144315,5.679349027239243
8861,HP,AMD Ryzen 7,64,1TB SSD,AMD Radeon RX 6600,16.0,3840x2160,11.4,2.7,Linux,5515.13,8861,1024.0,SSD,1,3,3,1938.5187334437085,8.615431806438231,18.928563685421217
8862,MSI,AMD Ryzen 5,4,1TB SSD,Nvidia RTX 3080,13.3,1366x768,7.8,1.58,FreeDOS,1107.81,8862,1024.0,SSD,1,2,7,2517.552226890756,7.011042647153989,1.9367880021236226
8863,Razer,Intel i9,32,2TB SSD,AMD Radeon RX 6800,13.3,1366x768,7.4,1.97,macOS,3108.79,8863,2048.0,SSD,1,4,4,2695.213804444444,8.042310478777669,10.103595701294786
8864,HP,Intel i9,32,256GB SSD,AMD Radeon RX 6800,17.3,2560x1440,7.2,2.76,FreeDOS,3712.88,8864,256.0,SSD,1,4,4,1938.5187334437085,8.21983243121296,10.103595701294786
8865,Lenovo,AMD Ryzen 7,64,1TB HDD,Nvidia RTX 3080,16.0,3840x2160,8.0,3.23,FreeDOS,4477.36,8865,1024.0,HDD,0,3,7,1978.465790393013,8.407012186959957,19.160763864870233
8866,Dell,Intel i9,32,1TB SSD,AMD Radeon RX 6600,14.0,1920x1080,4.9,1.91,macOS,2519.03,8866,1024.0,SSD,1,4,3,1972.2702222222224,7.832026085196513,10.045545656432532
8867,Asus,AMD Ryzen 9,64,1TB HDD,Nvidia RTX 2060,14.0,1366x768,4.2,1.31,Windows,2635.36,8867,1024.0,HDD,0,4,5,1927.3151416309015,7.877154456858944,19.242339273717143
8868,HP,AMD Ryzen 3,4,1TB SSD,AMD Radeon RX 6600,13.3,3840x2160,7.4,2.95,FreeDOS,1157.45,8868,1024.0,SSD,1,1,3,1938.5187334437085,7.0548381836833824,1.506912324103191
8869,Acer,Intel i5,8,512GB SSD,Nvidia RTX 3060,14.0,1366x768,6.5,2.98,Windows,960.0,8869,512.0,SSD,1,2,6,1914.1085150214592,6.8679744089702925,3.013824648206382
8870,HP,Intel i9,32,256GB SSD,Nvidia GTX 1650,14.0,1920x1080,9.5,3.22,FreeDOS,2509.25,8870,256.0,SSD,1,4,2,1938.5187334437085,7.828137628759546,9.987495611570278
8871,Samsung,AMD Ryzen 7,8,256GB SSD,Nvidia RTX 3080,17.3,1366x768,5.0,1.41,FreeDOS,1050.51,8871,256.0,SSD,1,3,7,1959.007248495271,6.957982505321023,3.269550191640053
8872,Samsung,AMD Ryzen 5,64,256GB SSD,AMD Radeon RX 6600,13.3,1920x1080,8.7,1.3,Linux,2356.72,8872,256.0,SSD,1,2,3,1959.007248495271,7.765450329347709,18.7308881868498
8873,Samsung,Intel i9,8,1TB SSD,AMD Radeon RX 6600,15.6,1366x768,11.3,2.46,Linux,1604.99,8873,1024.0,SSD,1,4,3,1959.007248495271,7.381495667837259,3.235025510762456
8874,Apple,AMD Ryzen 9,8,1TB SSD,Integrated,16.0,1366x768,8.4,3.21,Windows,1647.65,8874,1024.0,SSD,1,4,1,2915.3642789223454,7.407712050183019,3.118925421037949
8875,Asus,AMD Ryzen 9,16,1TB SSD,Integrated,14.0,1920x1080,7.6,1.73,Linux,1337.88,8875,1024.0,SSD,1,4,1,1927.3151416309015,7.199588722556394,5.3890988029279745
8876,Asus,Intel i9,64,512GB SSD,Nvidia RTX 3060,16.0,3840x2160,11.3,2.59,FreeDOS,7162.68,8876,512.0,SSD,1,4,6,1927.3151416309015,8.876779094399605,19.300389318579395
8877,Acer,Intel i3,4,1TB SSD,Nvidia RTX 3080,13.3,2560x1440,10.1,3.32,macOS,936.34,8877,1024.0,SSD,1,1,7,1914.1085150214592,6.843046076612686,1.7391125035522053
8878,Dell,Intel i9,64,1TB SSD,AMD Radeon RX 6800,16.0,2560x1440,8.9,3.03,Linux,5365.03,8878,1024.0,SSD,1,4,4,1972.2702222222224,8.587843621726558,19.184289228854887
8879,Razer,AMD Ryzen 9,64,1TB SSD,Integrated,15.6,3840x2160,11.1,3.16,FreeDOS,6611.99,8879,1024.0,SSD,1,4,1,2695.213804444444,8.796791175500527,19.010139094268126
8880,Samsung,AMD Ryzen 5,64,256GB SSD,Nvidia RTX 3060,15.6,3840x2160,9.4,2.72,FreeDOS,4247.05,8880,256.0,SSD,1,2,6,1959.007248495271,8.354215333097327,18.90503832143656
8881,Apple,AMD Ryzen 3,4,1TB SSD,Nvidia RTX 2060,15.6,2560x1440,7.8,3.46,Windows,1497.44,8881,1024.0,SSD,1,1,5,2915.3642789223454,7.312179845915054,1.6230124138276982
8882,Dell,AMD Ryzen 7,8,1TB HDD,AMD Radeon RX 6600,16.0,1920x1080,5.5,2.08,FreeDOS,1284.09,8882,1024.0,HDD,0,3,3,1972.2702222222224,7.158584033787216,3.037350012191039
8883,MSI,AMD Ryzen 9,32,1TB HDD,AMD Radeon RX 6600,13.3,1366x768,10.6,2.56,Linux,2418.56,8883,1024.0,HDD,0,4,3,2517.552226890756,7.791340984437984,10.045545656432532
8884,Dell,AMD Ryzen 9,32,1TB HDD,AMD Radeon RX 6800,17.3,3840x2160,10.0,1.77,Linux,4137.99,8884,1024.0,HDD,0,4,4,1972.2702222222224,8.328207075703292,10.103595701294786
8885,Microsoft,Intel i3,8,1TB SSD,Nvidia RTX 2060,15.6,1920x1080,11.4,1.24,macOS,819.92,8885,1024.0,SSD,1,1,5,1975.2035489361701,6.710425662560907,2.758099104772711
8886,MSI,Intel i9,4,2TB SSD,Nvidia GTX 1650,16.0,2560x1440,9.1,1.22,Windows,2507.41,8886,2048.0,SSD,1,4,2,2517.552226890756,7.827404365265926,2.0418887749551895
8887,Asus,Intel i5,64,1TB HDD,Integrated,14.0,1366x768,11.5,3.12,Linux,1120.36,8887,1024.0,HDD,0,2,1,1927.3151416309015,7.022297513354802,18.61478809712529
8888,Acer,Intel i7,32,1TB HDD,Integrated,17.3,1920x1080,10.8,2.48,FreeDOS,1365.14,8888,1024.0,HDD,0,3,1,1914.1085150214592,7.219744523898129,9.731770068136608
8889,Asus,Intel i5,16,2TB SSD,Nvidia GTX 1650,14.0,1920x1080,4.6,1.33,macOS,1359.27,8889,2048.0,SSD,1,2,2,1927.3151416309015,7.215438488437506,5.051797850647393
8890,Razer,AMD Ryzen 9,64,2TB SSD,Nvidia GTX 1650,13.3,2560x1440,7.5,1.82,Linux,6792.42,8890,2048.0,SSD,1,4,2,2695.213804444444,8.823709775632723,19.068189139130382
8891,Samsung,Intel i9,64,1TB SSD,Nvidia RTX 3060,13.3,3840x2160,6.0,2.77,Windows,6606.93,8891,1024.0,SSD,1,4,6,1959.007248495271,8.796025721924366,19.300389318579395
8892,Acer,AMD Ryzen 5,16,2TB SSD,Nvidia RTX 2060,13.3,2560x1440,11.2,1.35,Linux,1646.62,8892,2048.0,SSD,1,2,5,1914.1085150214592,7.4070871013569075,5.2259479852341535
8893,Asus,Intel i7,32,256GB SSD,Nvidia RTX 3080,17.3,2560x1440,8.3,2.4,Windows,2871.85,8893,256.0,SSD,1,3,7,1927.3151416309015,7.963059847383082,10.08007033731013
8894,HP,Intel i5,64,1TB HDD,AMD Radeon RX 6800,13.3,2560x1440,8.1,1.78,FreeDOS,2557.55,8894,1024.0,HDD,0,2,4,1938.5187334437085,7.847195970754992,18.788938231712052
8895,Lenovo,AMD Ryzen 5,64,1TB HDD,Nvidia GTX 1650,17.3,1920x1080,10.9,3.44,Linux,2319.5,8895,1024.0,HDD,0,2,2,1978.465790393013,7.7495379586812305,18.672838141987548
8896,Samsung,AMD Ryzen 9,8,512GB SSD,Integrated,16.0,1366x768,5.6,3.41,Windows,1023.67,8896,512.0,SSD,1,4,1,1959.007248495271,6.932125888515576,3.118925421037949
8897,Acer,AMD Ryzen 5,4,1TB HDD,AMD Radeon RX 6800,13.3,1920x1080,4.7,1.38,FreeDOS,765.14,8897,1024.0,HDD,0,2,4,1914.1085150214592,6.641364920664644,1.762637867536862
8898,Microsoft,Intel i9,64,512GB SSD,AMD Radeon RX 6800,15.6,2560x1440,6.1,2.38,FreeDOS,5327.93,8898,512.0,SSD,1,4,4,1975.2035489361701,8.580905746537775,19.184289228854887
8899,Asus,AMD Ryzen 5,32,1TB HDD,AMD Radeon RX 6800,14.0,1366x768,4.5,1.22,Linux,1263.18,8899,1024.0,HDD,0,2,4,1927.3151416309015,7.1421789696314555,9.708244704151952
8900,Apple,Intel i9,32,2TB SSD,AMD Radeon RX 6800,14.0,2560x1440,9.7,2.45,Linux,4874.05,8900,2048.0,SSD,1,4,4,2915.3642789223454,8.491885639789608,10.103595701294786
8901,Microsoft,AMD Ryzen 7,4,1TB HDD,AMD Radeon RX 6600,13.3,1920x1080,8.5,1.63,Windows,978.81,8901,1024.0,HDD,0,3,3,1975.2035489361701,6.887358675316915,1.9022633212460256
8902,HP,Intel i9,4,2TB SSD,Nvidia RTX 3060,13.3,3840x2160,10.3,2.19,Linux,2549.73,8902,2048.0,SSD,1,4,6,1938.5187334437085,7.844134871693547,2.274088954404204
8903,Acer,Intel i7,4,1TB SSD,Nvidia RTX 2060,15.6,1366x768,11.4,3.07,macOS,1093.54,8903,1024.0,SSD,1,3,5,1914.1085150214592,6.99808946266332,2.018363410970533
8904,Acer,Intel i9,64,512GB SSD,Nvidia GTX 1650,17.3,1920x1080,6.6,1.28,FreeDOS,4243.81,8904,512.0,SSD,1,4,2,1914.1085150214592,8.353452339204296,19.068189139130382
8905,HP,Intel i3,32,1TB HDD,Nvidia RTX 2060,14.0,3840x2160,11.2,3.16,Linux,1940.4,8905,1024.0,HDD,0,1,5,1938.5187334437085,7.571164641278126,9.568619250442788
8906,Microsoft,AMD Ryzen 5,32,1TB SSD,AMD Radeon RX 6600,14.0,3840x2160,8.8,1.48,Windows,2686.39,8906,1024.0,SSD,1,2,3,1975.2035489361701,7.896325741365695,9.650194659289697
8907,HP,Intel i3,4,1TB SSD,Nvidia RTX 3080,16.0,3840x2160,7.0,2.67,Windows,1467.24,8907,1024.0,SSD,1,1,7,1938.5187334437085,7.291819683550217,1.7391125035522053
8908,Asus,Intel i7,16,2TB SSD,Nvidia RTX 3060,13.3,1920x1080,6.4,1.71,Windows,1589.62,8908,2048.0,SSD,1,3,6,1927.3151416309015,7.3718791563154795,5.481673528667825
8909,MSI,Intel i5,8,1TB SSD,Nvidia RTX 3080,14.0,3840x2160,9.2,1.7,Linux,2236.81,8909,1024.0,SSD,1,2,7,2517.552226890756,7.713252988038227,3.0718746930686356
8910,HP,Intel i3,64,1TB HDD,AMD Radeon RX 6800,16.0,3840x2160,6.3,2.5,macOS,2966.96,8910,1024.0,HDD,0,1,4,1938.5187334437085,7.995630127107505,18.591262733140635
8911,Samsung,Intel i5,8,256GB SSD,Nvidia RTX 3080,16.0,1920x1080,9.7,1.23,FreeDOS,986.99,8911,256.0,SSD,1,2,7,1959.007248495271,6.895672576239155,3.0718746930686356
8912,Dell,Intel i9,64,2TB SSD,AMD Radeon RX 6600,17.3,3840x2160,8.7,2.54,Windows,7266.53,8912,2048.0,SSD,1,4,3,1972.2702222222224,8.891171760391487,19.126239183992634
8913,Lenovo,AMD Ryzen 9,32,1TB HDD,Nvidia RTX 3060,15.6,1366x768,10.7,3.04,Linux,1972.88,8913,1024.0,HDD,0,4,6,1978.465790393013,7.587756427872067,10.219695791019292
8914,Apple,AMD Ryzen 9,32,512GB SSD,Nvidia GTX 1650,17.3,1366x768,9.0,1.84,FreeDOS,3637.12,8914,512.0,SSD,1,4,2,2915.3642789223454,8.19922234369075,9.987495611570278
8915,Apple,AMD Ryzen 9,64,1TB SSD,AMD Radeon RX 6800,13.3,3840x2160,11.8,1.46,FreeDOS,9753.0,8915,1024.0,SSD,1,4,4,2915.3642789223454,9.185432736269998,19.184289228854887
8916,Apple,Intel i9,32,1TB HDD,Nvidia RTX 3080,16.0,3840x2160,5.0,2.0,Windows,6013.88,8916,1024.0,HDD,0,4,7,2915.3642789223454,8.701991678085085,10.277745835881547
8917,Razer,Intel i9,8,512GB SSD,AMD Radeon RX 6800,17.3,2560x1440,10.8,2.67,Windows,3079.23,8917,512.0,SSD,1,4,4,2695.213804444444,8.032759548504233,3.2930755556247098
8918,Samsung,AMD Ryzen 5,64,2TB SSD,Nvidia RTX 3080,14.0,1366x768,5.4,2.35,macOS,1846.55,8918,2048.0,SSD,1,2,7,1959.007248495271,7.521615716055603,18.963088366298816
8919,Lenovo,Intel i3,4,1TB HDD,AMD Radeon RX 6800,14.0,3840x2160,11.9,3.26,FreeDOS,1085.74,8919,1024.0,HDD,0,1,4,1978.465790393013,6.990937668078233,1.5649623689654446
8920,Acer,Intel i3,64,1TB SSD,Nvidia RTX 3060,13.3,2560x1440,5.1,3.33,FreeDOS,2340.09,8920,1024.0,SSD,1,1,6,1914.1085150214592,7.758371911860844,18.707362822865143
8921,Samsung,Intel i7,16,1TB HDD,Nvidia RTX 2060,15.6,2560x1440,5.5,1.86,Windows,1772.1,8921,1024.0,HDD,0,3,5,1959.007248495271,7.480484706062943,5.423623483805571
8922,Apple,Intel i7,64,512GB SSD,Nvidia RTX 2060,15.6,3840x2160,4.7,3.09,FreeDOS,8169.16,8922,512.0,SSD,1,3,5,2915.3642789223454,9.008243771505617,19.044663775145725
8923,Lenovo,Intel i3,32,512GB SSD,Nvidia GTX 1650,16.0,3840x2160,9.6,2.08,macOS,2365.83,8923,512.0,SSD,1,1,2,1978.465790393013,7.769306786064441,9.394469115856026
8924,Lenovo,Intel i7,32,512GB SSD,Nvidia RTX 3080,13.3,2560x1440,10.5,2.79,Windows,2580.63,8924,512.0,SSD,1,3,7,1978.465790393013,7.856176261370573,10.08007033731013
8925,HP,AMD Ryzen 9,64,1TB HDD,Integrated,16.0,1920x1080,11.5,1.39,macOS,2489.15,8925,1024.0,HDD,0,4,1,1938.5187334437085,7.820098228608194,19.010139094268126
8926,Acer,AMD Ryzen 5,8,1TB HDD,AMD Radeon RX 6600,14.0,3840x2160,4.2,2.41,macOS,1520.32,8926,1024.0,HDD,0,2,3,1914.1085150214592,7.327333658033557,2.8396745136196215
8927,Dell,Intel i7,32,256GB SSD,AMD Radeon RX 6600,15.6,2560x1440,10.7,1.22,macOS,2732.66,8927,256.0,SSD,1,3,3,1972.2702222222224,7.913396649638344,9.847870157861115
8928,Samsung,AMD Ryzen 7,32,1TB HDD,Nvidia RTX 2060,15.6,2560x1440,9.4,3.16,Windows,2416.2,8928,1024.0,HDD,0,3,5,1959.007248495271,7.790365124487403,9.963970247585623
8929,Lenovo,Intel i7,4,2TB SSD,AMD Radeon RX 6600,14.0,1920x1080,6.3,2.27,FreeDOS,1274.7,8929,2048.0,SSD,1,3,3,1978.465790393013,7.151250326544244,1.9022633212460256
8930,MSI,Intel i3,64,1TB SSD,Nvidia RTX 3060,15.6,3840x2160,7.2,2.42,FreeDOS,4582.91,8930,1024.0,SSD,1,1,6,2517.552226890756,8.430307624693983,18.707362822865143
8931,Asus,AMD Ryzen 3,16,512GB SSD,Integrated,16.0,2560x1440,10.7,2.36,Windows,885.17,8931,512.0,SSD,1,1,1,1927.3151416309015,6.786908805788863,4.796072307213722
8932,Dell,AMD Ryzen 7,16,512GB SSD,Integrated,17.3,3840x2160,4.4,3.35,macOS,1816.66,8932,512.0,SSD,1,3,1,1972.2702222222224,7.505305238545376,5.191423304356556
8933,Samsung,Intel i3,8,2TB SSD,Nvidia RTX 3080,14.0,3840x2160,5.3,2.14,macOS,1372.49,8933,2048.0,SSD,1,1,7,1959.007248495271,7.2251102248390024,2.874199194497218
8934,HP,AMD Ryzen 7,32,2TB SSD,Nvidia GTX 1650,16.0,1366x768,6.3,3.36,FreeDOS,1976.94,8934,2048.0,SSD,1,3,2,1938.5187334437085,7.589811178052209,9.78982011299886
8935,Dell,AMD Ryzen 9,4,256GB SSD,Nvidia RTX 3060,16.0,2560x1440,9.2,2.81,macOS,2006.56,8935,256.0,SSD,1,4,6,1972.2702222222224,7.604675333294581,2.274088954404204
8936,Lenovo,Intel i9,16,1TB SSD,Nvidia RTX 2060,14.0,1920x1080,5.2,2.44,macOS,1965.02,8936,1024.0,SSD,1,4,5,1978.465790393013,7.583766473595348,5.621298982376989
8937,Asus,Intel i9,8,1TB HDD,Nvidia RTX 3060,17.3,1366x768,6.6,1.25,FreeDOS,1143.21,8937,1024.0,HDD,0,4,6,1927.3151416309015,7.042469721527054,3.4091756453492166
8938,Razer,AMD Ryzen 7,32,256GB SSD,AMD Radeon RX 6800,17.3,3840x2160,4.9,1.65,macOS,5050.81,8938,256.0,SSD,1,3,4,2695.213804444444,8.527501873895375,9.905920202723369
8939,Razer,AMD Ryzen 7,4,256GB SSD,Nvidia RTX 3060,15.6,1366x768,5.2,2.15,Windows,1603.16,8939,256.0,SSD,1,3,6,2695.213804444444,7.380355534075139,2.0764134558327862
8940,MSI,Intel i9,32,1TB SSD,Nvidia RTX 2060,16.0,2560x1440,6.1,1.61,FreeDOS,4698.46,8940,1024.0,SSD,1,4,5,2517.552226890756,8.455202887480352,10.16164574615704
8941,Apple,Intel i9,64,512GB SSD,Nvidia GTX 1650,14.0,2560x1440,5.2,3.49,macOS,7418.86,8941,512.0,SSD,1,4,2,2915.3642789223454,8.911915468058897,19.068189139130382
8942,Apple,Intel i3,32,256GB SSD,AMD Radeon RX 6800,14.0,1920x1080,8.5,1.36,Linux,2142.64,8942,256.0,SSD,1,1,4,2915.3642789223454,7.670260597644394,9.510569205580534
8943,Dell,Intel i3,4,512GB SSD,Integrated,16.0,3840x2160,10.1,1.34,Linux,959.55,8943,512.0,SSD,1,1,1,1972.2702222222224,6.867506037074452,1.390812234378684
8944,Lenovo,AMD Ryzen 9,8,1TB SSD,Integrated,17.3,1366x768,5.9,1.44,macOS,901.67,8944,1024.0,SSD,1,4,1,1978.465790393013,6.805357038119424,3.118925421037949
8945,Razer,Intel i7,16,1TB HDD,Integrated,13.3,3840x2160,10.5,1.86,Windows,1935.66,8945,1024.0,HDD,0,3,1,2695.213804444444,7.568720118831131,5.191423304356556
8946,Apple,AMD Ryzen 9,4,1TB HDD,Nvidia RTX 3060,13.3,1920x1080,6.8,2.05,Linux,1723.12,8946,1024.0,HDD,0,4,6,2915.3642789223454,7.4524720543697285,2.274088954404204
8947,Lenovo,AMD Ryzen 3,16,256GB SSD,Nvidia RTX 3080,14.0,2560x1440,8.4,1.78,Windows,1384.24,8947,256.0,SSD,1,1,7,1978.465790393013,7.233628688807849,5.144372576387243
8948,Microsoft,Intel i3,4,1TB SSD,AMD Radeon RX 6600,13.3,2560x1440,4.0,2.67,Windows,1030.45,8948,1024.0,SSD,1,1,3,1975.2035489361701,6.938720858239017,1.506912324103191
8949,Dell,Intel i7,8,256GB SSD,AMD Radeon RX 6600,17.3,1920x1080,8.9,1.23,macOS,1422.12,8949,256.0,SSD,1,3,3,1972.2702222222224,7.260606923417014,3.037350012191039
8950,HP,AMD Ryzen 9,64,1TB HDD,Integrated,14.0,1366x768,7.3,3.39,FreeDOS,1929.28,8950,1024.0,HDD,0,4,1,1938.5187334437085,7.565420349096383,19.010139094268126
8951,Samsung,Intel i9,8,512GB SSD,Integrated,16.0,1920x1080,11.3,2.47,FreeDOS,1164.39,8951,512.0,SSD,1,4,1,1959.007248495271,7.060811073927351,3.118925421037949
8952,Acer,Intel i7,64,512GB SSD,Nvidia RTX 2060,16.0,1920x1080,8.4,2.76,Windows,3223.53,8952,512.0,SSD,1,3,5,1914.1085150214592,8.078542482175179,19.044663775145725
8953,Apple,AMD Ryzen 9,16,512GB SSD,AMD Radeon RX 6600,13.3,1366x768,4.0,2.1,Windows,2373.61,8953,512.0,SSD,1,4,3,2915.3642789223454,7.772588492458401,5.505198892652482
8954,Lenovo,AMD Ryzen 3,16,1TB SSD,Nvidia RTX 2060,16.0,1920x1080,6.8,1.86,Linux,1242.71,8954,1024.0,SSD,1,1,5,1978.465790393013,7.125854127151613,5.028272486662736
8955,Microsoft,Intel i7,32,2TB SSD,AMD Radeon RX 6600,15.6,2560x1440,6.8,2.46,FreeDOS,2791.86,8955,2048.0,SSD,1,3,3,1975.2035489361701,7.934821439375578,9.847870157861115
8956,Asus,Intel i5,4,2TB SSD,AMD Radeon RX 6800,13.3,1366x768,7.4,3.08,Windows,753.63,8956,2048.0,SSD,1,2,4,1927.3151416309015,6.62622756290216,1.762637867536862
8957,MSI,AMD Ryzen 3,32,1TB HDD,AMD Radeon RX 6800,15.6,3840x2160,4.1,2.67,Windows,2597.67,8957,1024.0,HDD,0,1,4,2517.552226890756,7.862755054667601,9.510569205580534
8958,Apple,AMD Ryzen 7,8,512GB SSD,Nvidia GTX 1650,16.0,1920x1080,10.8,1.35,macOS,1939.06,8958,512.0,SSD,1,3,2,2915.3642789223454,7.57047417941417,2.979299967328785
8959,Acer,Intel i7,64,512GB SSD,AMD Radeon RX 6800,14.0,3840x2160,4.7,2.74,macOS,4837.02,8959,512.0,SSD,1,3,4,1914.1085150214592,8.484260825101073,18.98661373028347
8960,Lenovo,AMD Ryzen 5,8,1TB HDD,AMD Radeon RX 6800,17.3,1366x768,9.1,1.51,Windows,732.39,8960,1024.0,HDD,0,2,4,1978.465790393013,6.597677620420187,2.897724558481875
8961,Apple,AMD Ryzen 3,16,2TB SSD,Integrated,14.0,1920x1080,6.3,1.5,macOS,874.2,8961,2048.0,SSD,1,1,1,2915.3642789223454,6.774452431667717,4.796072307213722
8962,Razer,AMD Ryzen 9,32,512GB SSD,Nvidia RTX 3060,13.3,1920x1080,7.1,2.29,Windows,3602.29,8962,512.0,SSD,1,4,6,2695.213804444444,8.18960259599089,10.219695791019292
8963,Acer,Intel i9,16,2TB SSD,AMD Radeon RX 6800,15.6,2560x1440,8.3,1.77,Windows,2706.34,8963,2048.0,SSD,1,4,4,1914.1085150214592,7.903721882022775,5.563248937514736
8964,Apple,Intel i3,8,512GB SSD,Nvidia RTX 3060,13.3,3840x2160,7.6,3.39,FreeDOS,2208.05,8964,512.0,SSD,1,1,6,2915.3642789223454,7.700317837840281,2.816149149634964
8965,HP,AMD Ryzen 3,4,256GB SSD,Nvidia GTX 1650,13.3,1366x768,8.2,3.49,Linux,740.89,8965,256.0,SSD,1,1,2,1938.5187334437085,6.609200984199126,1.4488622792409376
8966,Microsoft,AMD Ryzen 7,16,1TB SSD,Integrated,13.3,1920x1080,5.4,2.8,Windows,945.55,8966,1024.0,SSD,1,3,1,1975.2035489361701,6.852823795455919,5.191423304356556
8967,HP,Intel i3,8,1TB HDD,Integrated,13.3,1920x1080,5.6,3.23,macOS,428.46,8967,1024.0,HDD,0,1,1,1938.5187334437085,6.062528605538986,2.5258989253236965
8968,HP,Intel i7,4,256GB SSD,AMD Radeon RX 6800,14.0,1366x768,9.5,1.68,Linux,1034.14,8968,256.0,SSD,1,3,4,1938.5187334437085,6.942291962252373,1.9603133661082792
8969,Dell,Intel i9,8,2TB SSD,Nvidia RTX 3080,17.3,2560x1440,10.7,2.31,Windows,2212.77,8969,2048.0,SSD,1,4,7,1972.2702222222224,7.70245222350005,3.46722569021147
8970,Lenovo,Intel i9,16,512GB SSD,Nvidia RTX 2060,15.6,1920x1080,9.5,2.42,macOS,2136.86,8970,512.0,SSD,1,4,5,1978.465790393013,7.667560607682313,5.621298982376989
